ID,x,y,color,marker_0,marker_1
1,8.61404228,7.33325338,red,108,109
2,4.39781724,7.33325338,red,110,111
3,12.83026732,7.33325338,red,112,113
4,8.61404228,11.54947842,red,114,115
5,8.61404228,3.11702834,red,116,117
