ID,x,y,color,marker_0,marker_1
1,57.42694855,30.37170029,red,118,119
2,29.31878161,30.37170029,red,120,121
3,85.53511549,30.37170029,red,122,123
4,57.42694855,58.47986723,red,124,125
5,57.42694855,2.26353335,red,126,127
