ID,x,y
43,6.10924911,6.10925102
44,40.32104874,6.10925102
45,74.53285217,6.10925102
46,108.7446442,6.10925102
47,6.10924911,22.14495087
48,23.21514893,15.97488594
49,40.32104874,22.14495087
50,57.42694855,15.97488594
51,74.53285217,22.14495087
52,91.63874817,15.97488594
53,108.7446442,22.14495087
54,6.10924911,38.59844971
55,23.21514893,44.76851654
56,40.32104874,38.59844971
57,57.42694855,44.76851654
58,74.53285217,38.59844971
59,91.63874817,44.76851654
60,108.7446442,38.59844971
61,6.10924911,54.63414764
62,40.32104874,54.63414764
63,74.53285217,54.63414764
64,108.7446442,54.63414764
