ID,x,y
1,0,0
2,10,0
3,20,0
4,30,0
5,7.0711,7.0711
6,12.3744,12.3744
7,17.6777,17.6777
8,0,10
9,0,15
10,0,20
11,-7.0711,7.0711
12,-12.3744,12.3744
13,-17.6777,17.6777
14,-10,0
15,-20,0
16,-30,0
17,-7.0711,-7.0711
18,-14.1421,-14.1421
19,-21.2132,-21.2132
20,0,-10
21,0,-20
22,0,-30
23,7.0711,-7.0711
24,14.1421,-14.1421
25,21.2132,-21.2132
