ID,x,y
7,-14.7,6.95
8,-4.9,6.95
9,4.9,6.95
10,14.7,6.95
11,-14.7,2.35656
12,-9.8,4.12398
13,-4.9,2.35656
14,0,4.12398
15,4.9,2.35656
16,9.8,4.12398
17,14.7,2.35656
18,-14.7,-2.35656
19,-9.8,-4.12398
20,-4.9,-2.35656
21,0,-4.12398
22,4.9,-2.35656
23,9.8,-4.12398
24,14.7,-2.35656
25,-14.7,-6.95
26,-4.9,-6.95
27,4.9,-6.95
28,14.7,-6.95
