ID,x,y,color,marker_0,marker_1
1,28.71347427,24.44417763,red,128,129
2,14.6593908,24.44417763,red,130,131
3,42.76755774,24.44417763,red,132,133
4,28.71347427,38.4982611,red,134,135
5,28.71347427,10.39009416,red,136,137
